"Label","prompt","src","response","text","remove"
"Black","What's there a ton of in heaven?","json-against-humanity/src/Base",NA,"What's there a ton of in heaven?",FALSE
"White",NA,"json-against-humanity/src/Base","Former President George W. Bush.","Former President George W. Bush.",FALSE
"White",NA,"json-against-humanity/src/Base","Shapeshifters.","Shapeshifters.",FALSE
"White",NA,"json-against-humanity/src/Base","Arnold Schwarzenegger.","Arnold Schwarzenegger.",FALSE
"Black","And the Academy Award for _ goes to _.","json-against-humanity/src/Base",NA,"And the Academy Award for _ goes to _.",FALSE
"White",NA,"json-against-humanity/src/Base","Being fabulous.","Being fabulous.",FALSE
"Black","The Smithsonian Museum of Natural History has just opened an exhibit on _.","json-against-humanity/src/Base",NA,"The Smithsonian Museum of Natural History has just opened an exhibit on _.",FALSE
"Black","Why am I sticky?","json-against-humanity/src/Base",NA,"Why am I sticky?",FALSE
"Black","What never fails to liven up the party?","json-against-humanity/src/Base",NA,"What never fails to liven up the party?",FALSE
"White",NA,"json-against-humanity/src/Base","Lunchables™.","Lunchables™.",FALSE
"White",NA,"json-against-humanity/src/Base","Robert Downey, Jr.","Robert Downey, Jr.",FALSE
"White",NA,"json-against-humanity/src/Base","Racism.","Racism.",FALSE
"White",NA,"json-against-humanity/src/Base","Boogers.","Boogers.",FALSE
"White",NA,"json-against-humanity/src/Base","A pyramid of severed heads.","A pyramid of severed heads.",FALSE
"White",NA,"json-against-humanity/src/Base","Repression.","Repression.",FALSE
"White",NA,"json-against-humanity/src/Base","Sean Penn.","Sean Penn.",FALSE
"White",NA,"json-against-humanity/src/Base","Agriculture.","Agriculture.",FALSE
"White",NA,"json-against-humanity/src/Base","Unfathomable stupidity.","Unfathomable stupidity.",FALSE
"White",NA,"json-against-humanity/src/Base","Synergistic management solutions.","Synergistic management solutions.",FALSE
"Black","What's my anti-drug?","json-against-humanity/src/Base",NA,"What's my anti-drug?",FALSE
"White",NA,"json-against-humanity/src/Base","Hurricane Katrina.","Hurricane Katrina.",FALSE
"Black","Rumor has it that Vladimir Putin's favorite delicacy is _ stuffed with _.","json-against-humanity/src/Base",NA,"Rumor has it that Vladimir Putin's favorite delicacy is _ stuffed with _.",FALSE
"Black","The class field trip was completely ruined by _.","json-against-humanity/src/Base",NA,"The class field trip was completely ruined by _.",FALSE
"White",NA,"json-against-humanity/src/Base","Sarah Palin.","Sarah Palin.",FALSE
"White",NA,"json-against-humanity/src/Base","A middle-aged man on roller skates.","A middle-aged man on roller skates.",FALSE
"Black","_. Betcha can't have just one!","json-against-humanity/src/Base",NA,"_. Betcha can't have just one!",FALSE
"Black","Why You Miss those Casual _ So Much ","custom",NA,"Why You Miss those Casual _ So Much ",FALSE
"Black","Can you report on the effect of _ on _ at the 3 PM meeting?","custom",NA,"Can you report on the effect of _ on _ at the 3 PM meeting?",FALSE
"Black","Get the _ you need to solve your toughest work problems with these immersive sets of _ from Harvard Business School.","custom",NA,"Get the _ you need to solve your toughest work problems with these immersive sets of _ from Harvard Business School.",FALSE
"Black","How can you expand your _ into new markets without undermining your _?","custom",NA,"How can you expand your _ into new markets without undermining your _?",FALSE
"Black","_: How can companies begin to work with this _ technology?","custom",NA,"_: How can companies begin to work with this _ technology?",FALSE
"Black","How can you achieve _ as the leader of a team that is scattered across the globe?","custom",NA,"How can you achieve _ as the leader of a team that is scattered across the globe?",FALSE
"Black","Creating a Culture of _: Good _ aren't enough. You need a total change in attitude.","custom",NA,"Creating a Culture of _: Good _ aren't enough. You need a total change in attitude.",FALSE
"Black","When _ creates competitive advantages and when it doesn't.","custom",NA,"When _ creates competitive advantages and when it doesn't.",FALSE
"Black","The _-Powered Organization: The main challenge isn't technology. It's _.","custom",NA,"The _-Powered Organization: The main challenge isn't technology. It's _.",FALSE
"Black","The Age of Continuous _: When you can interact with your customers 24/7, you need new _.","custom",NA,"The Age of Continuous _: When you can interact with your customers 24/7, you need new _.",FALSE
"Black","The Chief _ Officer is the epitome of leadership. Yet surprisingly little is known about this unique role.","custom",NA,"The Chief _ Officer is the epitome of leadership. Yet surprisingly little is known about this unique role.",FALSE
"Black","""It will be a big footprint in our marketing"": _ is pouring money into _.","custom",NA,"""It will be a big footprint in our marketing"": _ is pouring money into _.",FALSE
"Black","How Google is adapting its _ strategy","custom",NA,"How Google is adapting its _ strategy",FALSE
"Black","_ is running its first Superbowl commercial as _ is having a moment","custom",NA,"_ is running its first Superbowl commercial as _ is having a moment",FALSE
"Black","When Losing Your _ Feels Like Losing Your Self","custom",NA,"When Losing Your _ Feels Like Losing Your Self",FALSE
"Black","Another Workplace Crisis: _","custom",NA,"Another Workplace Crisis: _",FALSE
"Black","Why _ Is a C-Suite Issue","custom",NA,"Why _ Is a C-Suite Issue",FALSE
"Black","Research: _ Rising Faster for Women and People of Color","custom",NA,"Research: _ Rising Faster for Women and People of Color",FALSE
"Black","Why Every Organization Needs _ Strategy","custom",NA,"Why Every Organization Needs _ Strategy",FALSE
"Black","Could Your _ Derail Your Career?","custom",NA,"Could Your _ Derail Your Career?",FALSE
"Black","Making _ Mobile and Connected: An Interview with Jeff Bezos ","custom",NA,"Making _ Mobile and Connected: An Interview with Jeff Bezos ",FALSE
"Black","10 Trends for the Board of 2020: The Future of _","custom",NA,"10 Trends for the Board of 2020: The Future of _",FALSE
"Black","8 Reasons that _ Will Change Management ","custom",NA,"8 Reasons that _ Will Change Management ",FALSE
"Black","Starbucks CEO Kevin Johnson on Work, Joy, and, Yes, _","custom",NA,"Starbucks CEO Kevin Johnson on Work, Joy, and, Yes, _",FALSE
"Black","How Spotify Balances Employee Accountability and _","custom",NA,"How Spotify Balances Employee Accountability and _",FALSE
"Black","Legal alternative to _? Spotify: The Challenges of an Online Music Service","custom",NA,"Legal alternative to _? Spotify: The Challenges of an Online Music Service",FALSE
"Black","HBR _: A weekly podcast featuring the leading thinkers in _","custom",NA,"HBR _: A weekly podcast featuring the leading thinkers in _",FALSE
"Black","What is Strategy?","custom",NA,"What is Strategy?",FALSE
"Black","What Happened at Enron?","custom",NA,"What Happened at Enron?",FALSE
"Black","Harvard Business Review readers have power, influence, and _","custom",NA,"Harvard Business Review readers have power, influence, and _",FALSE
"Black","How _ is accelerating _","custom",NA,"How _ is accelerating _",FALSE
"Black","News publishers tap into live streaming _ on YouTube","custom",NA,"News publishers tap into live streaming _ on YouTube",FALSE
"Black","Guide: Leveraging _ for authentic brand messaging","custom",NA,"Guide: Leveraging _ for authentic brand messaging",FALSE
"Black","Marketers are in a recession? Now what?","custom",NA,"Marketers are in a recession? Now what?",FALSE
"Black","YouTube's latest brand suitability targeting updates could cost content creators _","custom",NA,"YouTube's latest brand suitability targeting updates could cost content creators _",FALSE
"Black","How Google is trying to woo _ away from Amazon","custom",NA,"How Google is trying to woo _ away from Amazon",FALSE
"Black","What would I do if I weren't afraid?","custom",NA,"What would I do if I weren't afraid?",FALSE
"Black","Facebook COO Sheryl Sandberg: ""In the future, there will be no_. There will just be _.""","custom",NA,"Facebook COO Sheryl Sandberg: ""In the future, there will be no_. There will just be _.""",FALSE
"Black","As a result of the pilot pulse survey, John has convened a new _ task force","custom",NA,"As a result of the pilot pulse survey, John has convened a new _ task force",FALSE
"Black","What's driving people to the site?","custom",NA,"What's driving people to the site?",FALSE
"Black","Who is your primary customer?","custom",NA,"Who is your primary customer?",FALSE
"Black","How are you generating creative tension?","custom",NA,"How are you generating creative tension?",FALSE
"Black","What strategic uncertainties keep you awake at night?","custom",NA,"What strategic uncertainties keep you awake at night?",FALSE
"Black","The crisis prompted the new CEO to make a tough decision: ""The new boss at McDonald's is _,"" they announced.","custom",NA,"The crisis prompted the new CEO to make a tough decision: ""The new boss at McDonald's is _,"" they announced.",FALSE
"Black","Bill Gates on how to fight future pandemics: ""_""'","custom",NA,"Bill Gates on how to fight future pandemics: ""_""'",FALSE
"Black","What part of your shelter-in-place residence have you come to appreciate the most?","custom",NA,"What part of your shelter-in-place residence have you come to appreciate the most?",FALSE
"Black","What's giving you hope right now?","custom",NA,"What's giving you hope right now?",FALSE
"Black","Do we want our leaders to stay strong in a crisis, or do we want _?","custom",NA,"Do we want our leaders to stay strong in a crisis, or do we want _?",FALSE
"Black","Much of of an executives workday is spent asking others for _.","custom",NA,"Much of of an executives workday is spent asking others for _.",FALSE
"Black","_ is a uniquely powerful tool for unlocking value in organizations.","custom",NA,"_ is a uniquely powerful tool for unlocking value in organizations.",FALSE
"Black","""Be _,""  Dale Carnegie advised in his 1936 classic How to Win Friends and Influence People.","custom",NA,"""Be _,""  Dale Carnegie advised in his 1936 classic How to Win Friends and Influence People.",FALSE
"Black","Albert Einstein: ""If I were given one hour to save the planet, I would spend 59 minutes defining the problem and one minute _.""","custom",NA,"Albert Einstein: ""If I were given one hour to save the planet, I would spend 59 minutes defining the problem and one minute _.""",FALSE
"Black","You're out of free _ for this month. Sign in or create a new account for more.","custom",NA,"You're out of free _ for this month. Sign in or create a new account for more.",FALSE
"Black","I agree to receive _ from HBR. I may unsubscribe at any time.","custom",NA,"I agree to receive _ from HBR. I may unsubscribe at any time.",FALSE
"Black","I'm a subscriber. Why can't I access subscriber only content?","custom",NA,"I'm a subscriber. Why can't I access subscriber only content?",FALSE
"Black","What's included in each of the subscription tiers?","custom",NA,"What's included in each of the subscription tiers?",FALSE
"Black","How do I access the HBR mobile app?","custom",NA,"How do I access the HBR mobile app?",FALSE
"Black","Miro lands $50M Series B for _ as demand surges","custom",NA,"Miro lands $50M Series B for _ as demand surges",FALSE
"Black","Facebook pulls ""_"" from its list of targeted ad categories","custom",NA,"Facebook pulls ""_"" from its list of targeted ad categories",FALSE
"White",NA,"custom","A wholly-owned nonprofit subsidiary of the Harvard Business School.","A wholly-owned nonprofit subsidiary of the Harvard Business School.",FALSE
"White",NA,"custom","Speaking at TechCrunch Disrupt.","Speaking at TechCrunch Disrupt.",FALSE
"White",NA,"custom","A 30-minute subscription to the New York Times.","A 30-minute subscription to the New York Times.",FALSE
"White",NA,"custom","A lifetime subscription to the Economist.","A lifetime subscription to the Economist.",FALSE
"White",NA,"custom","A Theranos IPO.","A Theranos IPO.",FALSE
"White",NA,"custom","Unsubscribing to an email newsletter.","Unsubscribing to an email newsletter.",FALSE
"White",NA,"custom","Micro-podcasts.","Micro-podcasts.",FALSE
"White",NA,"custom","A $1.2 billion fine for GDPR violations.","A $1.2 billion fine for GDPR violations.",FALSE
"White",NA,"custom","Conducting an entire video meeting on mute.","Conducting an entire video meeting on mute.",FALSE
"White",NA,"custom","White collar crimes.","White collar crimes.",FALSE
"White",NA,"custom","A college admission bribery scandal.","A college admission bribery scandal.",FALSE
"White",NA,"custom","Attribution modeling.","Attribution modeling.",FALSE
"White",NA,"custom","A 42% bounce rate.","A 42% bounce rate.",FALSE
"White",NA,"custom","A 3% conversion rate.","A 3% conversion rate.",FALSE
"White",NA,"custom","Cookies.","Cookies.",FALSE
"White",NA,"custom","Tableau.","Tableau.",FALSE
"White",NA,"custom","Spotify.","Spotify.",FALSE
"White",NA,"custom","Jira.","Jira.",FALSE
"White",NA,"custom","Motivating employees.","Motivating employees.",FALSE
"White",NA,"custom","Adobe.","Adobe.",FALSE
"White",NA,"custom","Agile accounting practices.","Agile accounting practices.",FALSE
"White",NA,"custom","Subscribing to an email newsletter.","Subscribing to an email newsletter.",FALSE
"White",NA,"custom","Managing older workers.","Managing older workers.",FALSE
"White",NA,"custom","Personal rebranding.","Personal rebranding.",FALSE
"White",NA,"custom","Statistical significance.","Statistical significance.",FALSE
"White",NA,"custom","Disruption.","Disruption.",FALSE
"White",NA,"custom","A shocking lack of demand.","A shocking lack of demand.",FALSE
"White",NA,"custom","Teamwork.","Teamwork.",FALSE
"White",NA,"custom","AR dashboards.","AR dashboards.",FALSE
"White",NA,"custom","A best-in-class goat video conferencing platform.","A best-in-class goat video conferencing platform.",FALSE
"White",NA,"custom","The greatest retail expansion in the history of the world","The greatest retail expansion in the history of the world",FALSE
"White",NA,"custom","Franchising.","Franchising.",FALSE
"White",NA,"custom","Profound implications.","Profound implications.",FALSE
"White",NA,"custom","Artificial emotional intelligence.","Artificial emotional intelligence.",FALSE
"White",NA,"custom","Emotional intelligence.","Emotional intelligence.",FALSE
"White",NA,"custom","Artificial intelligence.","Artificial intelligence.",FALSE
"White",NA,"custom","Pinching and scrolling.","Pinching and scrolling.",FALSE
"White",NA,"custom","12 gigabytes of quarterly e-books.","12 gigabytes of quarterly e-books.",FALSE
"White",NA,"custom","Lifetime customer value.","Lifetime customer value.",FALSE
"White",NA,"custom","Millennials.","Millennials.",FALSE
"White",NA,"custom","CarPlay-equipped radios for vintage Porsches.","CarPlay-equipped radios for vintage Porsches.",FALSE
"White",NA,"custom","A fintech startup.","A fintech startup.",FALSE
"White",NA,"custom","The heir to the Hot Pockets fortune.","The heir to the Hot Pockets fortune.",FALSE
"White",NA,"custom","Hundreds of thousands of pieces of misinformation related to COVID-19.","Hundreds of thousands of pieces of misinformation related to COVID-19.",FALSE
"White",NA,"custom","A German research institute.","A German research institute.",FALSE
"White",NA,"custom","Revamping the user interface.","Revamping the user interface.",FALSE
"White",NA,"custom","Elon Musk.","Elon Musk.",FALSE
"White",NA,"custom","A food delivery startup.","A food delivery startup.",FALSE
"White",NA,"custom","Medical plans for pets.","Medical plans for pets.",FALSE
"White",NA,"custom","5G conspiracy theorists.","5G conspiracy theorists.",FALSE
"White",NA,"custom","Blockchain for Uber.","Blockchain for Uber.",FALSE
"White",NA,"custom","Uber for blockchain.","Uber for blockchain.",FALSE
"White",NA,"custom","Clearing your cookies.","Clearing your cookies.",FALSE
"White",NA,"custom","Face to face interactions.","Face to face interactions.",FALSE
"White",NA,"custom","Cubicles.","Cubicles.",FALSE
"White",NA,"custom","Sparking joy.","Sparking joy.",FALSE
