"Label","prompt","src","response","remove","text"
"Black","This is America. If you don't work hard, you don't succeed. I don't care if you're black, white, purple, or _.","json-against-humanity/src/CAHe6",NA,FALSE,"This is America. If you don't work hard, you don't succeed. I don't care if you're black, white, purple, or _."
"Black","You Won't Believe These 15 Hilarious _ Bloopers!","json-against-humanity/src/CAHe6",NA,FALSE,"You Won't Believe These 15 Hilarious _ Bloopers!"
"Black","James is a lonely boy. But when he discovers a secret door in his attic, he meets a magical new friend: _.","json-against-humanity/src/CAHe6",NA,FALSE,"James is a lonely boy. But when he discovers a secret door in his attic, he meets a magical new friend: _."
"Black","Don't worry kid. It gets better. I've been living with _ for 20 years.","json-against-humanity/src/CAHe6",NA,FALSE,"Don't worry kid. It gets better. I've been living with _ for 20 years."
"Black","My grandfather worked his way up from nothing. When he came to this country, all he had was the shoes on his feet and _.","json-against-humanity/src/CAHe6",NA,FALSE,"My grandfather worked his way up from nothing. When he came to this country, all he had was the shoes on his feet and _."
"Black","Behind every powerful man is _.","json-against-humanity/src/CAHe6",NA,FALSE,"Behind every powerful man is _."
"Black","You are not alone. Millions of Americans struggle with _ every day.","json-against-humanity/src/CAHe6",NA,FALSE,"You are not alone. Millions of Americans struggle with _ every day."
"Black","Come to Dubai, where you can relax in our world famous spas, experience the nightlife, or simply enjoy _ by the poolside.","json-against-humanity/src/CAHe6",NA,FALSE,"Come to Dubai, where you can relax in our world famous spas, experience the nightlife, or simply enjoy _ by the poolside."
"Black","""This is madness."" ""No, THIS IS _!""","json-against-humanity/src/CAHe6",NA,FALSE,"""This is madness."" ""No, THIS IS _!"""
"Black","Listen Gary, I like you. But if you want that corner office, you're going to have to show me _.","json-against-humanity/src/CAHe6",NA,FALSE,"Listen Gary, I like you. But if you want that corner office, you're going to have to show me _."
"Black","I went to the desert and ate of the peyote cactus. Turns out my spirit animal is _.","json-against-humanity/src/CAHe6",NA,FALSE,"I went to the desert and ate of the peyote cactus. Turns out my spirit animal is _."
"Black","And would you like those buffalo wings mild, hot, or _?","json-against-humanity/src/CAHe6",NA,FALSE,"And would you like those buffalo wings mild, hot, or _?"
"Black","The six things I could never do without: oxygen, Facebook, chocolate, Netflix, friends, and _ LOL!","json-against-humanity/src/CAHe6",NA,FALSE,"The six things I could never do without: oxygen, Facebook, chocolate, Netflix, friends, and _ LOL!"
"Black","Why won't you make love to me anymore? Is it _?","json-against-humanity/src/CAHe6",NA,FALSE,"Why won't you make love to me anymore? Is it _?"
"Black","Puberty is a time of change. You might notice hair growing in new places. You might develop an interest in _. This is normal.","json-against-humanity/src/CAHe6",NA,FALSE,"Puberty is a time of change. You might notice hair growing in new places. You might develop an interest in _. This is normal."
"Black","I'm sorry, Mrs. Chen, but there was nothing we could do. At 4:15 this morning, your son succumbed to _.","json-against-humanity/src/CAHe6",NA,FALSE,"I'm sorry, Mrs. Chen, but there was nothing we could do. At 4:15 this morning, your son succumbed to _."
"Black","I'm Miss Tennessee, and if I could make the world better by changing one thing, I would get rid of _.","json-against-humanity/src/CAHe6",NA,FALSE,"I'm Miss Tennessee, and if I could make the world better by changing one thing, I would get rid of _."
"Black","Everybody join hands and close your eyes. Do you sense that? That's the presence of _ in this room.","json-against-humanity/src/CAHe6",NA,FALSE,"Everybody join hands and close your eyes. Do you sense that? That's the presence of _ in this room."
"Black","To become a true Yanomamo warrior, you must prove that you can withstand _ without crying out.","json-against-humanity/src/CAHe6",NA,FALSE,"To become a true Yanomamo warrior, you must prove that you can withstand _ without crying out."
"Black","Y'all ready to get this thing started? I'm Nick Cannon, and this is America's Got _.","json-against-humanity/src/CAHe6",NA,FALSE,"Y'all ready to get this thing started? I'm Nick Cannon, and this is America's Got _."
"Black","If you had to describe the Card Czar, using only one of the cards in your hand, which one would it be?","json-against-humanity/src/CAHe6",NA,FALSE,"If you had to describe the Card Czar, using only one of the cards in your hand, which one would it be?"
NA,"p1",NA,NA,FALSE,"p1"
NA,"p2",NA,NA,FALSE,"p2"
"White",NA,"json-against-humanity/src/Base","Man meat.",FALSE,"Man meat."
"White",NA,"json-against-humanity/src/Base","Autocannibalism.",FALSE,"Autocannibalism."
"White",NA,"json-against-humanity/src/Base","Vigorous jazz hands.",FALSE,"Vigorous jazz hands."
"White",NA,"json-against-humanity/src/Base","Flightless birds.",FALSE,"Flightless birds."
"White",NA,"json-against-humanity/src/Base","Doing the right thing.",FALSE,"Doing the right thing."
"White",NA,"json-against-humanity/src/Base","The violation of our most basic human rights.",FALSE,"The violation of our most basic human rights."
"White",NA,"json-against-humanity/src/Base","Self-loathing.",FALSE,"Self-loathing."
"White",NA,"json-against-humanity/src/Base","Spectacular abs.",FALSE,"Spectacular abs."
"White",NA,"json-against-humanity/src/Base","A balanced breakfast.",FALSE,"A balanced breakfast."
"White",NA,"json-against-humanity/src/Base","Amputees.",FALSE,"Amputees."
"White",NA,"json-against-humanity/src/Base","The Big Bang.",FALSE,"The Big Bang."
"White",NA,"json-against-humanity/src/Base","Former President George W. Bush.",FALSE,"Former President George W. Bush."
"White",NA,"json-against-humanity/src/Base","The Rev. Dr. Martin Luther King, Jr.",FALSE,"The Rev. Dr. Martin Luther King, Jr."
"White",NA,"json-against-humanity/src/Base","Being marginalized.",FALSE,"Being marginalized."
"White",NA,"json-against-humanity/src/Base","Cuddling.",FALSE,"Cuddling."
"White",NA,"json-against-humanity/src/Base","Laying an egg.",FALSE,"Laying an egg."
"White",NA,"json-against-humanity/src/Base","The Pope.",FALSE,"The Pope."
"White",NA,"json-against-humanity/src/Base","Aaron Burr.",FALSE,"Aaron Burr."
"White",NA,"json-against-humanity/src/Base","Fingering.",FALSE,"Fingering."
"White",NA,"json-against-humanity/src/Base","A bleached asshole.",FALSE,"A bleached asshole."
"White",NA,"json-against-humanity/src/Base","Horse meat.",FALSE,"Horse meat."
"White",NA,"json-against-humanity/src/Base","Fear itself.",FALSE,"Fear itself."
"White",NA,"json-against-humanity/src/Base","Science.",FALSE,"Science."
"White",NA,"json-against-humanity/src/Base","Elderly Japanese men.",FALSE,"Elderly Japanese men."
"White",NA,"json-against-humanity/src/Base","Stranger danger.",FALSE,"Stranger danger."
"White",NA,"json-against-humanity/src/Base","The terrorists.",FALSE,"The terrorists."
"White",NA,"json-against-humanity/src/Base","Ethnic cleansing.",FALSE,"Ethnic cleansing."
"White",NA,"json-against-humanity/src/Base","Cheating in the Special Olympics.",FALSE,"Cheating in the Special Olympics."
"White",NA,"json-against-humanity/src/Base","Bingeing and purging.",FALSE,"Bingeing and purging."
"White",NA,"json-against-humanity/src/Base","Making a pouty face.",FALSE,"Making a pouty face."
"White",NA,"json-against-humanity/src/Base","William Shatner.",FALSE,"William Shatner."
"White",NA,"json-against-humanity/src/Base","Heteronormativity.",FALSE,"Heteronormativity."
"White",NA,"json-against-humanity/src/Base","Nickelback.",FALSE,"Nickelback."
"White",NA,"json-against-humanity/src/Base","Tom Cruise.",FALSE,"Tom Cruise."
"White",NA,"json-against-humanity/src/Base","Chainsaws for hands.",FALSE,"Chainsaws for hands."
"White",NA,"json-against-humanity/src/Base","Arnold Schwarzenegger.",FALSE,"Arnold Schwarzenegger."
"White",NA,"json-against-humanity/src/Base","An icepick lobotomy.",FALSE,"An icepick lobotomy."
"White",NA,"json-against-humanity/src/Base","Goblins.",FALSE,"Goblins."
"White",NA,"json-against-humanity/src/Base","Object permanence.",FALSE,"Object permanence."
"White",NA,"json-against-humanity/src/Base","Dying.",FALSE,"Dying."
"White",NA,"json-against-humanity/src/Base","A falcon with a cap on its head.",FALSE,"A falcon with a cap on its head."
"White",NA,"json-against-humanity/src/Base","Dying of dysentery.",FALSE,"Dying of dysentery."
"White",NA,"json-against-humanity/src/Base","The invisible hand.",FALSE,"The invisible hand."
"White",NA,"json-against-humanity/src/Base","A really cool hat.",FALSE,"A really cool hat."
"White",NA,"json-against-humanity/src/Base","Sean Penn.",FALSE,"Sean Penn."
"White",NA,"json-against-humanity/src/Base","Heartwarming orphans.",FALSE,"Heartwarming orphans."
"White",NA,"json-against-humanity/src/Base","The clitoris.",FALSE,"The clitoris."
"White",NA,"json-against-humanity/src/Base","The Three-Fifths compromise.",FALSE,"The Three-Fifths compromise."
"White",NA,"json-against-humanity/src/Base","Men.",FALSE,"Men."
"White",NA,"json-against-humanity/src/Base","Historically black colleges.",FALSE,"Historically black colleges."
"White",NA,"json-against-humanity/src/Base","Raptor attacks.",FALSE,"Raptor attacks."
"White",NA,"json-against-humanity/src/Base","Agriculture.",FALSE,"Agriculture."
"White",NA,"json-against-humanity/src/Base","Vikings.",FALSE,"Vikings."
"White",NA,"json-against-humanity/src/Base","Pretending to care.",FALSE,"Pretending to care."
"White",NA,"json-against-humanity/src/Base","The Underground Railroad.",FALSE,"The Underground Railroad."
"White",NA,"json-against-humanity/src/Base","Geese.",FALSE,"Geese."
"White",NA,"json-against-humanity/src/Base","Bling.",FALSE,"Bling."
"White",NA,"json-against-humanity/src/Base","Sniffing glue.",FALSE,"Sniffing glue."
"White",NA,"json-against-humanity/src/Base","The South.",FALSE,"The South."
"White",NA,"json-against-humanity/src/Base","An Oedipus complex.",FALSE,"An Oedipus complex."
"White",NA,"json-against-humanity/src/Base","YOU MUST CONSTRUCT ADDITIONAL PYLONS.",FALSE,"YOU MUST CONSTRUCT ADDITIONAL PYLONS."
"White",NA,"json-against-humanity/src/Base","Mutually-assured destruction.",FALSE,"Mutually-assured destruction."
"White",NA,"json-against-humanity/src/Base","Sunshine and rainbows.",FALSE,"Sunshine and rainbows."
"White",NA,"json-against-humanity/src/Base","Count Chocula.",FALSE,"Count Chocula."
"White",NA,"json-against-humanity/src/Base","Sharing needles.",FALSE,"Sharing needles."
"White",NA,"json-against-humanity/src/Base","Being rich.",FALSE,"Being rich."
"White",NA,"json-against-humanity/src/Base","Skeletor.",FALSE,"Skeletor."
"White",NA,"json-against-humanity/src/Base","A sausage festival.",FALSE,"A sausage festival."
"White",NA,"json-against-humanity/src/Base","Michael Jackson.",FALSE,"Michael Jackson."
"White",NA,"json-against-humanity/src/Base","Emotions.",FALSE,"Emotions."
"White",NA,"json-against-humanity/src/Base","The Chinese gymnastics team.",FALSE,"The Chinese gymnastics team."
"White",NA,"json-against-humanity/src/Base","Necrophilia.",FALSE,"Necrophilia."
"White",NA,"json-against-humanity/src/Base","Spontaneous human combustion.",FALSE,"Spontaneous human combustion."
"White",NA,"json-against-humanity/src/Base","Yeast.",FALSE,"Yeast."
"White",NA,"json-against-humanity/src/Base","Leaving an awkward voicemail.",FALSE,"Leaving an awkward voicemail."
"White",NA,"json-against-humanity/src/Base","Teaching a robot to love.",FALSE,"Teaching a robot to love."
"White",NA,"json-against-humanity/src/Base","Scrubbing under the folds.",FALSE,"Scrubbing under the folds."
"White",NA,"json-against-humanity/src/Base","Catapults.",FALSE,"Catapults."
"White",NA,"json-against-humanity/src/Base","Natural selection.",FALSE,"Natural selection."
"White",NA,"json-against-humanity/src/Base","Opposable thumbs.",FALSE,"Opposable thumbs."
"White",NA,"json-against-humanity/src/Base","A sassy black woman.",FALSE,"A sassy black woman."
"White",NA,"json-against-humanity/src/Base","Figgy pudding.",FALSE,"Figgy pudding."
"White",NA,"json-against-humanity/src/Base","Gandhi.",FALSE,"Gandhi."
"White",NA,"json-against-humanity/src/Base","Five-Dollar Footlongs&trade;.",FALSE,"Five-Dollar Footlongs&trade;."
"White",NA,"json-against-humanity/src/Base","Land mines.",FALSE,"Land mines."
"White",NA,"json-against-humanity/src/Base","A sea of troubles.",FALSE,"A sea of troubles."
"White",NA,"json-against-humanity/src/Base","A zesty breakfast burrito.",FALSE,"A zesty breakfast burrito."
"White",NA,"json-against-humanity/src/Base","Christopher Walken.",FALSE,"Christopher Walken."
"White",NA,"json-against-humanity/src/Base","Friction.",FALSE,"Friction."
"White",NA,"json-against-humanity/src/Base","Dental dams.",FALSE,"Dental dams."
"White",NA,"json-against-humanity/src/Base","A tiny horse.",FALSE,"A tiny horse."
"White",NA,"json-against-humanity/src/Base","Waiting 'til marriage.",FALSE,"Waiting 'til marriage."
"White",NA,"json-against-humanity/src/Base","Genghis Khan.",FALSE,"Genghis Khan."
"White",NA,"json-against-humanity/src/Base","Old-people smell.",FALSE,"Old-people smell."
"White",NA,"json-against-humanity/src/Base","Feeding Rosie O'Donnell.",FALSE,"Feeding Rosie O'Donnell."
"White",NA,"json-against-humanity/src/Base","Friends with benefits.",FALSE,"Friends with benefits."
"White",NA,"json-against-humanity/src/Base","The token minority.",FALSE,"The token minority."
"White",NA,"json-against-humanity/src/Base","The Tempur-Pedic&reg; Swedish Sleep System&trade;.",FALSE,"The Tempur-Pedic&reg; Swedish Sleep System&trade;."
"White",NA,"json-against-humanity/src/Base","A thermonuclear detonation.",FALSE,"A thermonuclear detonation."
"White",NA,"json-against-humanity/src/Base","Take-backsies.",FALSE,"Take-backsies."
"White",NA,"json-against-humanity/src/Base","The Rapture.",FALSE,"The Rapture."
"White",NA,"json-against-humanity/src/Base","A cooler full of organs.",FALSE,"A cooler full of organs."
"White",NA,"json-against-humanity/src/Base","Sweet, sweet vengeance.",FALSE,"Sweet, sweet vengeance."
"White",NA,"json-against-humanity/src/Base","RoboCop.",FALSE,"RoboCop."
"White",NA,"json-against-humanity/src/Base","Keanu Reeves.",FALSE,"Keanu Reeves."
"White",NA,"json-against-humanity/src/Base","Drinking alone.",FALSE,"Drinking alone."
"White",NA,"json-against-humanity/src/Base","Giving 110%.",FALSE,"Giving 110%."
"White",NA,"json-against-humanity/src/Base","Flesh-eating bacteria.",FALSE,"Flesh-eating bacteria."
"White",NA,"json-against-humanity/src/Base","The American Dream.",FALSE,"The American Dream."
"White",NA,"json-against-humanity/src/Base","Me time.",FALSE,"Me time."
"White",NA,"json-against-humanity/src/Base","A murder most foul.",FALSE,"A murder most foul."
"White",NA,"json-against-humanity/src/Base","The inevitable heat death of the universe.",FALSE,"The inevitable heat death of the universe."
"White",NA,"json-against-humanity/src/Base","The folly of man.",FALSE,"The folly of man."
"White",NA,"json-against-humanity/src/Base","That thing that electrocutes your abs.",FALSE,"That thing that electrocutes your abs."
"White",NA,"json-against-humanity/src/Base","Cards Against Humanity.",FALSE,"Cards Against Humanity."
"White",NA,"json-against-humanity/src/Base","Poor people.",FALSE,"Poor people."
"White",NA,"json-against-humanity/src/Base","Edible underpants.",FALSE,"Edible underpants."
"White",NA,"json-against-humanity/src/Base","Britney Spears at 55.",FALSE,"Britney Spears at 55."
"White",NA,"json-against-humanity/src/Base","All-you-can-eat shrimp for $4.99.",FALSE,"All-you-can-eat shrimp for $4.99."
"White",NA,"json-against-humanity/src/Base","Fancy Feast&reg;.",FALSE,"Fancy Feast&reg;."
"White",NA,"json-against-humanity/src/Base","Pulling out.",FALSE,"Pulling out."
"White",NA,"json-against-humanity/src/Base","Passive-agression.",FALSE,"Passive-agression."
"White",NA,"json-against-humanity/src/Base","Ronald Reagan.",FALSE,"Ronald Reagan."
"White",NA,"json-against-humanity/src/Base","Vehicular manslaughter.",FALSE,"Vehicular manslaughter."
"White",NA,"json-against-humanity/src/Base","Assless chaps.",FALSE,"Assless chaps."
"White",NA,"json-against-humanity/src/Base","Full frontal nudity.",FALSE,"Full frontal nudity."
"White",NA,"json-against-humanity/src/Base","Hulk Hogan.",FALSE,"Hulk Hogan."
"White",NA,"json-against-humanity/src/Base","Daddy issues.",FALSE,"Daddy issues."
"White",NA,"json-against-humanity/src/Base","Natalie Portman.",FALSE,"Natalie Portman."
"White",NA,"json-against-humanity/src/Base","Sean Connery.",FALSE,"Sean Connery."
"White",NA,"json-against-humanity/src/Base","Saxophone solos.",FALSE,"Saxophone solos."
"White",NA,"json-against-humanity/src/Base","Gloryholes.",FALSE,"Gloryholes."
"White",NA,"json-against-humanity/src/Base","The World of Warcraft.",FALSE,"The World of Warcraft."
"White",NA,"json-against-humanity/src/Base","Scalping.",FALSE,"Scalping."
"White",NA,"json-against-humanity/src/Base","Darth Vader.",FALSE,"Darth Vader."
"White",NA,"json-against-humanity/src/Base","Eating the last known bison.",FALSE,"Eating the last known bison."
"White",NA,"json-against-humanity/src/Base","Guys who don't call.",FALSE,"Guys who don't call."
"White",NA,"json-against-humanity/src/Base","Hot Pockets&reg;.",FALSE,"Hot Pockets&reg;."
"White",NA,"json-against-humanity/src/Base","A time travel paradox.",FALSE,"A time travel paradox."
"White",NA,"json-against-humanity/src/Base","The milk man.",FALSE,"The milk man."
"White",NA,"json-against-humanity/src/Base","Dropping a chandelier on your enemies and riding the rope up.",FALSE,"Dropping a chandelier on your enemies and riding the rope up."
"White",NA,"json-against-humanity/src/Base","World peace.",FALSE,"World peace."
"White",NA,"json-against-humanity/src/Base","A salty surprise.",FALSE,"A salty surprise."
"White",NA,"json-against-humanity/src/Base","Smallpox blankets.",FALSE,"Smallpox blankets."
"White",NA,"json-against-humanity/src/Base","Licking things to claim them as your own.",FALSE,"Licking things to claim them as your own."
"White",NA,"json-against-humanity/src/Base","The heart of a child.",FALSE,"The heart of a child."
"White",NA,"json-against-humanity/src/Base","Robert Downey, Jr.",FALSE,"Robert Downey, Jr."
"White",NA,"json-against-humanity/src/Base","Lockjaw.",FALSE,"Lockjaw."
"White",NA,"json-against-humanity/src/Base","Eugenics.",FALSE,"Eugenics."
"White",NA,"json-against-humanity/src/Base","A good sniff.",FALSE,"A good sniff."
"White",NA,"json-against-humanity/src/Base","Friendly fire.",FALSE,"Friendly fire."
"White",NA,"json-against-humanity/src/Base","The taint; the grundle; the fleshy fun-bridge.",FALSE,"The taint; the grundle; the fleshy fun-bridge."
"White",NA,"json-against-humanity/src/Base","Hurricane Katrina.",FALSE,"Hurricane Katrina."
"White",NA,"json-against-humanity/src/Base","Free samples.",FALSE,"Free samples."
"White",NA,"json-against-humanity/src/Base","Jerking off into a pool of children's tears.",FALSE,"Jerking off into a pool of children's tears."
"White",NA,"json-against-humanity/src/Base","A foul mouth.",FALSE,"A foul mouth."
"White",NA,"json-against-humanity/src/Base","The glass ceiling.",FALSE,"The glass ceiling."
"White",NA,"json-against-humanity/src/Base","Republicans.",FALSE,"Republicans."
"White",NA,"json-against-humanity/src/Base","Explosions.",FALSE,"Explosions."
"White",NA,"json-against-humanity/src/Base","Michelle Obama's arms.",FALSE,"Michelle Obama's arms."
"White",NA,"json-against-humanity/src/Base","Getting really high.",FALSE,"Getting really high."
"White",NA,"json-against-humanity/src/Base","Attitude.",FALSE,"Attitude."
"White",NA,"json-against-humanity/src/Base","Sarah Palin.",FALSE,"Sarah Palin."
"White",NA,"json-against-humanity/src/Base","The &Uuml;bermensch.",FALSE,"The &Uuml;bermensch."
"White",NA,"json-against-humanity/src/Base","Altar boys.",FALSE,"Altar boys."
"White",NA,"json-against-humanity/src/Base","My soul.",FALSE,"My soul."
"White",NA,"json-against-humanity/src/Base","Pabst Blue Ribbon.",FALSE,"Pabst Blue Ribbon."
"White",NA,"json-against-humanity/src/Base","Domino's&trade; Oreo&trade; Dessert Pizza.",FALSE,"Domino's&trade; Oreo&trade; Dessert Pizza."
"White",NA,"json-against-humanity/src/Base","The Blood of Christ.",FALSE,"The Blood of Christ."
"White",NA,"json-against-humanity/src/Base","Half-assed foreplay.",FALSE,"Half-assed foreplay."
"White",NA,"json-against-humanity/src/Base","A middle-aged man on roller skates.",FALSE,"A middle-aged man on roller skates."
"White",NA,"json-against-humanity/src/Base","Bill Nye the Science Guy.",FALSE,"Bill Nye the Science Guy."
"White",NA,"json-against-humanity/src/Base","Italians.",FALSE,"Italians."
"White",NA,"json-against-humanity/src/Base","A windmill full of corpses.",FALSE,"A windmill full of corpses."
"White",NA,"json-against-humanity/src/Base","Adderall&trade;.",FALSE,"Adderall&trade;."
"White",NA,"json-against-humanity/src/Base","Crippling debt.",FALSE,"Crippling debt."
"White",NA,"json-against-humanity/src/Base","A stray pube.",FALSE,"A stray pube."
"White",NA,"json-against-humanity/src/Base","Prancing.",FALSE,"Prancing."
"White",NA,"json-against-humanity/src/Base","Passing a kidney stone.",FALSE,"Passing a kidney stone."
"White",NA,"json-against-humanity/src/Base","Leprosy.",FALSE,"Leprosy."
"White",NA,"json-against-humanity/src/Base","Puppies!",FALSE,"Puppies!"
"White",NA,"json-against-humanity/src/Base","Bees?",FALSE,"Bees?"
"White",NA,"json-against-humanity/src/Base","Frolicking.",FALSE,"Frolicking."
"White",NA,"json-against-humanity/src/Base","Repression.",FALSE,"Repression."
"White",NA,"json-against-humanity/src/Base","Road head.",FALSE,"Road head."
"White",NA,"json-against-humanity/src/Base","A bag of magic beans.",FALSE,"A bag of magic beans."
"White",NA,"json-against-humanity/src/Base","Public ridicule.",FALSE,"Public ridicule."
"White",NA,"json-against-humanity/src/Base","A mating display.",FALSE,"A mating display."
"White",NA,"json-against-humanity/src/Base","A mime having a stroke.",FALSE,"A mime having a stroke."
"White",NA,"json-against-humanity/src/Base","African children.",FALSE,"African children."
"White",NA,"json-against-humanity/src/Base","Mouth herpes.",FALSE,"Mouth herpes."
"White",NA,"json-against-humanity/src/Base","Overcompensation.",FALSE,"Overcompensation."
"White",NA,"json-against-humanity/src/Base","Riding off into the sunset.",FALSE,"Riding off into the sunset."
"White",NA,"json-against-humanity/src/Base","Being on fire.",FALSE,"Being on fire."
"White",NA,"json-against-humanity/src/Base","Tangled Slinkys.",FALSE,"Tangled Slinkys."
"White",NA,"json-against-humanity/src/Base","Civilian casualties.",FALSE,"Civilian casualties."
"White",NA,"json-against-humanity/src/Base","Lactation.",FALSE,"Lactation."
"White",NA,"json-against-humanity/src/Base","Being fabulous.",FALSE,"Being fabulous."
"White",NA,"json-against-humanity/src/Base","Shaquille O'Neal's acting career.",FALSE,"Shaquille O'Neal's acting career."
"White",NA,"json-against-humanity/src/Base","My relationship status.",FALSE,"My relationship status."
"White",NA,"json-against-humanity/src/Base","Alcoholism.",FALSE,"Alcoholism."
"White",NA,"json-against-humanity/src/Base","Incest.",FALSE,"Incest."
"White",NA,"json-against-humanity/src/Base","Grave robbing.",FALSE,"Grave robbing."
"White",NA,"json-against-humanity/src/Base","Hope.",FALSE,"Hope."
"White",NA,"json-against-humanity/src/Base","Winking at old people.",FALSE,"Winking at old people."
"White",NA,"json-against-humanity/src/Base","Justin Bieber.",FALSE,"Justin Bieber."
"White",NA,"json-against-humanity/src/Base","A lifetime of sadness.",FALSE,"A lifetime of sadness."
"White",NA,"json-against-humanity/src/Base","The Hamburglar.",FALSE,"The Hamburglar."
"White",NA,"json-against-humanity/src/Base","Swooping.",FALSE,"Swooping."
"White",NA,"json-against-humanity/src/Base","Classist undertones.",FALSE,"Classist undertones."
"White",NA,"json-against-humanity/src/Base","New Age music.",FALSE,"New Age music."
"White",NA,"json-against-humanity/src/Base","The Kool-Aid Man.",FALSE,"The Kool-Aid Man."
"White",NA,"json-against-humanity/src/Base","A hot mess.",FALSE,"A hot mess."
"White",NA,"json-against-humanity/src/Base","Scientology.",FALSE,"Scientology."
"White",NA,"json-against-humanity/src/Base","Estrogen.",FALSE,"Estrogen."
"White",NA,"json-against-humanity/src/Base","GoGurt&reg;.",FALSE,"GoGurt&reg;."
"White",NA,"json-against-humanity/src/Base","Judge Judy.",FALSE,"Judge Judy."
"White",NA,"json-against-humanity/src/Base","Racism.",FALSE,"Racism."
"White",NA,"json-against-humanity/src/Base","Police brutality.",FALSE,"Police brutality."
"White",NA,"json-against-humanity/src/Base","Oompa-Loompas.",FALSE,"Oompa-Loompas."
"White",NA,"json-against-humanity/src/Base","Obesity.",FALSE,"Obesity."
"White",NA,"json-against-humanity/src/Base","Hot people.",FALSE,"Hot people."
"White",NA,"json-against-humanity/src/Base","BATMAN!!!",FALSE,"BATMAN!!!"
"White",NA,"json-against-humanity/src/Base","A gassy antelope.",FALSE,"A gassy antelope."
"White",NA,"json-against-humanity/src/Base","Third base.",FALSE,"Third base."
"White",NA,"json-against-humanity/src/Base","Racially-biased SAT questions.",FALSE,"Racially-biased SAT questions."
"White",NA,"json-against-humanity/src/Base","A Super Soaker&trade; full of cat pee.",FALSE,"A Super Soaker&trade; full of cat pee."
"White",NA,"json-against-humanity/src/Base","Muhammed (Praise Be Unto Him).",FALSE,"Muhammed (Praise Be Unto Him)."
"White",NA,"json-against-humanity/src/Base","Puberty.",FALSE,"Puberty."
"White",NA,"json-against-humanity/src/Base","A disappointing birthday party.",FALSE,"A disappointing birthday party."
"White",NA,"json-against-humanity/src/Base","White privilege.",FALSE,"White privilege."
"White",NA,"json-against-humanity/src/Base","Wifely duties.",FALSE,"Wifely duties."
"White",NA,"json-against-humanity/src/Base","Queefing.",FALSE,"Queefing."
"White",NA,"json-against-humanity/src/Base","Nazis.",FALSE,"Nazis."
"White",NA,"json-against-humanity/src/Base","An M. Night Shyamalan plot twist.",FALSE,"An M. Night Shyamalan plot twist."
"White",NA,"json-against-humanity/src/Base","Getting drunk on mouthwash.",FALSE,"Getting drunk on mouthwash."
"White",NA,"json-against-humanity/src/Base","Lunchables&trade;.",FALSE,"Lunchables&trade;."
"White",NA,"json-against-humanity/src/Base","Women in yogurt commercials.",FALSE,"Women in yogurt commercials."
"White",NA,"json-against-humanity/src/Base","John Wilkes Booth.",FALSE,"John Wilkes Booth."
"White",NA,"json-against-humanity/src/Base","Mr. Clean, right behind you.",FALSE,"Mr. Clean, right behind you."
"White",NA,"json-against-humanity/src/Base","Multiple stab wounds.",FALSE,"Multiple stab wounds."
"White",NA,"json-against-humanity/src/Base","Cybernetic enhancements.",FALSE,"Cybernetic enhancements."
"White",NA,"json-against-humanity/src/Base","Serfdom.",FALSE,"Serfdom."
"White",NA,"json-against-humanity/src/Base","Kanye West.",FALSE,"Kanye West."
"White",NA,"json-against-humanity/src/Base","Women's suffrage.",FALSE,"Women's suffrage."
"White",NA,"json-against-humanity/src/Base","Children on leashes.",FALSE,"Children on leashes."
"White",NA,"json-against-humanity/src/Base","The Dance of the Sugar Plum Fairy.",FALSE,"The Dance of the Sugar Plum Fairy."
"White",NA,"json-against-humanity/src/Base","Parting the Red Sea.",FALSE,"Parting the Red Sea."
"White",NA,"json-against-humanity/src/Base","The Amish.",FALSE,"The Amish."
"White",NA,"json-against-humanity/src/Base","Child beauty pageants.",FALSE,"Child beauty pageants."
"White",NA,"json-against-humanity/src/Base","AXE Body Spray.",FALSE,"AXE Body Spray."
"White",NA,"json-against-humanity/src/Base","Centaurs.",FALSE,"Centaurs."
"White",NA,"json-against-humanity/src/Base","Grandma.",FALSE,"Grandma."
"White",NA,"json-against-humanity/src/Base","Famine.",FALSE,"Famine."
"White",NA,"json-against-humanity/src/Base","The Trail of Tears.",FALSE,"The Trail of Tears."
"White",NA,"json-against-humanity/src/Base","The miracle of childbirth.",FALSE,"The miracle of childbirth."
"White",NA,"json-against-humanity/src/Base","Finger painting.",FALSE,"Finger painting."
"White",NA,"json-against-humanity/src/Base","A monkey smoking a cigar.",FALSE,"A monkey smoking a cigar."
"White",NA,"json-against-humanity/src/Base","The Make-A-Wish&reg; Foundation.",FALSE,"The Make-A-Wish&reg; Foundation."
"White",NA,"json-against-humanity/src/Base","The Force.",FALSE,"The Force."
"White",NA,"json-against-humanity/src/Base","Kamikaze pilots.",FALSE,"Kamikaze pilots."
"White",NA,"json-against-humanity/src/Base","Dry heaving.",FALSE,"Dry heaving."
"White",NA,"json-against-humanity/src/Base","Active listening.",FALSE,"Active listening."
"White",NA,"json-against-humanity/src/Base","Ghosts.",FALSE,"Ghosts."
"White",NA,"json-against-humanity/src/Base","The Hustle.",FALSE,"The Hustle."
"White",NA,"json-against-humanity/src/Base","Peeing a little bit.",FALSE,"Peeing a little bit."
"White",NA,"json-against-humanity/src/Base","Shapeshifters.",FALSE,"Shapeshifters."
"White",NA,"json-against-humanity/src/Base","The Care Bear Stare.",FALSE,"The Care Bear Stare."
